"","n","var_CV","yield","season_length","rain_prob","strong_rain_prob","storm_prob","frost_prob","chill_requirement","output_1","output_2","output_3","output_4","output_5","output_6","output_7","output_8","output_9","output_10","output_11","output_12"
"977",1,0.0445890264030298,90.6444393009246,71.1778511522253,0.288979482482717,0.0722544333831219,0.0812081595780526,0.396808821127974,0.738629034041166,165.654279806757,175,14,-95,-105,7,110,110,-1,-70,-75,3
"978",1,0.0543957447522218,96.2146569077381,70.6366846007594,0.24633862566999,0.088589566954907,0.0641542373247979,0.218164487571235,0.694274186361315,71.1670237352416,75,18,45,40,-4,85,85,-6,90,90,2
"979",1,0.071717276635344,98.5874478013619,80.0196394821534,0.424201486932785,0.0612541882975442,0.0684350289517377,0.396816772541591,0.543825592536497,83.6885373833882,85,25,-45,-45,-4,125,120,-12,-25,-30,-1
"980",1,0.0269235039126444,93.8799064099059,72.8637270347274,0.204383094597484,0.0853467811325877,0.0863096579658855,0.278842758489479,0.604967197071036,3.86868849897124,10,18,90,90,1,35,30,2,90,85,6
"981",1,0.0290396744898578,97.944346751038,82.2397874855213,0.311978021627635,0.0855900556564877,0.0766543325655506,0.464169672701022,0.847792483940187,132.928729369601,130,19,80,80,2,25,25,2,-60,-55,5
"982",1,0.0284328571905611,90.7933403706059,76.616059758837,0.170419030733301,0.0589713952905696,0.0749188715821454,0.241392769692688,0.791889416706194,160.856071430904,165,15,-105,-100,5,15,15,1,-105,-105,3
"983",1,0.0335344223869211,94.5532929776004,75.4986058948795,0.145246930429494,0.0911286690441599,0.0808772278087982,0.313907409975414,0.719199744122127,189.550929648432,195,19,-85,-85,1,5,5,-2,-65,-70,-3
"984",1,0.0405830497842623,90.9210239158122,74.0287642360864,0.386678569367859,0.106910120154496,0.0762004449037656,0.335291356966494,0.852702991045994,100.919724849517,110,15,-20,-20,2,110,105,5,-25,-25,6
"985",1,0.0194510483259463,95.9507811851217,76.4894533364061,0.184131933079173,0.0962598212254916,0.0514408834457564,0.309438544207337,0.925842617571407,115.946482332873,115,16,0,5,2,75,80,6,-65,-60,7
"986",1,0.0160790615084658,94.2969213665617,76.1141808514487,0.328031152906213,0.067447812630045,0.0764328212852608,0.2357214297693,0.888303815942508,209.281233408654,215,16,-120,-120,0,-75,-85,2,-135,-135,1
"987",1,0.0346747007298128,104.421522150539,74.0646078754445,0.481033418399241,0.0685910886589522,0.0654619458068444,0.281169853642237,0.664014011038136,149.379881527162,140,15,-100,-105,1,30,30,3,-10,-10,2
"988",1,0.0282193324273039,92.4184393021659,72.1790851058589,0.228208551006513,0.049703205040172,0.10685056725749,0.344659829840865,0.817184292387294,92.4084213216996,100,20,50,50,3,90,85,-4,-100,-105,3
"989",1,0.037294926182384,94.6954664279415,72.4658482166742,0.400943181252735,0.0932752936693096,0.0892681383184377,0.205324727488042,0.716985139449554,69.6913782497166,75,18,30,25,-1,-45,-50,-1,4.99999999999999,5,3
"990",1,0.038507022566546,101.695668565465,80.6809572769393,0.274739950821165,0.0673439915431369,0.0698659659738864,0.326937748335902,0.743149687318045,156.703874388682,155,15,-70,-75,11,35,35,2,-70,-70,10
"991",1,0.0277021516242179,89.7653077823201,73.7023626242998,0.470608845828809,0.0529593549405598,0.0646981092825551,0.292272659353,0.764991670149207,209.798815608706,215,17,-140,-135,7,-115,-115,-3,-165,-165,7
"992",1,0.011963688150446,91.8251471781209,70.4204275416038,0.293137973860622,0.0811517112763272,0.0813567097664795,0.290299634988326,0.897190938840336,171.828447785991,180,16,-5,-5,4,-50,-55,2,-165,-170,7
"993",1,0.0225443802459958,96.3922425086434,74.8070253698933,0.360467997169114,0.0917373558472577,0.078586005974063,0.2949580987447,0.888961447490646,201.384109580917,200,16,-135,-135,1,-15,-10,-2,-70,-70,3
"994",1,0.0434071880539379,96.5452491806948,73.0773327774467,0.142031962772738,0.0602149134731357,0.116219444368928,0.322236429241901,0.742579353054206,66.5761451851441,70,21,0,0,-3,70,65,-2,105,105,-4
"995",1,0.0374796709180534,96.4952527650788,67.9837516450474,0.221908227646565,0.0845728023000751,0.0787240706736639,0.263986228292767,0.648825164710682,121.492435300675,125,14,15,15,1,-65,-70,4,-40,-45,7
"996",1,0.040834481303557,95.4088943499999,72.2652949181739,0.411469574609714,0.0787447235509815,0.05592702109555,0.234500323287398,0.848595041462574,60.4287736534313,65,18,0,-5,-1,0,0,0,180,175,0
"997",1,0.0266736791462745,95.5251471356884,74.3190020113065,0.125409164432667,0.0489229239952664,0.0526330077907612,0.270226818425975,0.801318754089959,170.527561039425,170,12,-125,-125,12,15,15,8,-115,-115,9
"998",1,0.0213524829499565,92.6338254467866,71.2919730343579,0.278404018037909,0.0872586573070482,0.0643539752472271,0.202106987879488,0.670503444150338,62.6410929927194,70,20,30,25,3,90,85,-8,40,40,4
"999",1,0.048020827948724,97.4877980217077,73.6501691099717,0.301828271844849,0.0720015304863185,0.0714801845804784,0.389010290547671,0.832181965889994,92.4096206704289,95,18,95,95,0,70,70,6,30,25,3
"1000",1,0.0328881798662956,93.7423142465815,77.0575131474525,0.27009347519098,0.0802401481363159,0.0575383612879253,0.291648995113215,0.800673875642719,233.765974202079,235,16,-80,-80,2,-105,-100,3,-135,-135,6
"1001",1,0.0208146403148775,97.2367708576647,77.2695173065601,0.281696854090516,0.0693747228615548,0.0902585580922584,0.419193072282826,0.735003975876819,112.241464044664,110,26,-60,-60,-8,15,20,-11,-75,-70,-2
"1002",1,0.00690087240091156,97.7138080203798,78.8670238385041,0.15588435956617,0.0814974249231537,0.0463307417006184,0.231101497632302,0.870867300664069,132.71583782676,130,15,-50,-50,3,110,110,-3,-4.99999999999999,0,10
"1003",1,0.00239391015062098,96.3898654352791,74.6867266670147,0.37711721522855,0.078853370368992,0.0638580352441862,0.204691667563686,0.816784968351561,221.391476614529,220,15,-150,-145,9,-50,-50,3,-155,-155,6
"1004",1,0.024253228160898,98.6289711586736,75.1700862587744,0.27952266806229,0.0894328720967834,0.0711904469333859,0.206203022679386,0.734427177112872,138.599183699787,140,17,-40,-40,6,40,35,3,-5,-10,3
"1005",1,0.0341879727533108,94.2808085044124,71.0857482643048,0.12043497999529,0.0985568096797133,0.0540708731179956,0.221932780681437,0.714960259555392,129.307014991431,135,20,-5,-10,0,85,80,-7,-90,-100,3
"1006",1,0.0453427729673774,101.73461234585,76.6452746121482,0.0760058264205389,0.0898531972090495,0.0802682351221569,0.305057066423394,0.744914274679453,141.649727052396,135,21,-115,-115,0,-70,-75,-4,-50,-45,-4
"1007",1,0.0291385471268463,89.7756035703158,79.8152275343707,0.545418065320686,0.0707891135468806,0.0640047114758721,0.444872274134286,0.827637341995444,114.755619574998,120,17,35,40,7,5,10,2,-20,-20,5
"1008",1,0.0380621927498406,96.4725526551796,75.3128464071817,0.471867219029806,0.0794842220006993,0.0796360758465911,0.241430377168956,0.803662512909904,46.4150512232203,50,15,75,70,0,85,80,5,25,25,7
"1009",1,0.0352921189406376,96.2972467429088,75.2279001372221,0.620587401359322,0.0830102115620938,0.0939833990121572,0.349036036751186,0.786836265215802,91.3112808714576,95,15,-55,-55,5,105,105,-1,55,55,2
"1010",1,0.0398635332283666,94.569940324298,69.3406717822996,0.403056473589134,0.0667170866417176,0.0592609605288144,0.356065985612536,0.668509919498935,174.546611240152,180,19,-85,-85,3,10,5,-5,-125,-130,5
"1011",1,0.0245883279105496,93.2823526357248,75.9276193437164,0.26799037074711,0.0925183837084498,0.0850305716594454,0.255377544449922,0.637911457373997,108.273896256573,115,17,25,25,5,60,60,1,-135,-140,7
"1012",1,0.0293884997871322,98.503822205424,77.1620351887642,0.364154020136493,0.069571136722359,0.071966242526231,0.251598130802961,0.691424046155531,198.486662678354,195,14,-25,-20,6,-60,-60,5,-150,-150,10
"1013",1,0.00781501967758442,95.6572089326925,73.3786664887716,0.2480690415156,0.0678071056629551,0.100009533940358,0.253793098900818,0.687869428708928,140.664524304602,145,17,-85,-85,0,10,5,-2,-80,-85,3
"1014",1,0.0270575037562225,97.5749603260419,75.2246849358022,0.490165750618395,0.0671023635690116,0.0781252263456778,0.275642615259065,0.873871080893136,27.5367847034313,30,13,65,60,8,80,80,10,130,130,4
"1015",1,0.0201900844398744,96.8839164853991,79.4276752897784,0.260361112060942,0.0622676886319328,0.0951929724046106,0.29186744693623,0.809768311897923,111.886357874,115,22,100,100,-7,130,125,-4,45,40,-6
"1016",1,0.0367221851118181,93.1114042330239,76.2325251226105,0.369399616754998,0.0841309015627183,0.065937775876634,0.212449217067552,0.741895126316416,153.082516425696,155,20,-55,-50,3,-125,-125,0,-85,-85,-4
"1017",1,0.0244175816820044,94.74663842302,74.3297806238001,0.0750541513154651,0.0775270301048184,0.103955085313548,0.273360943784457,0.769397479454991,214.74419571094,220,20,-95,-100,-4,-100,-105,-2,-95,-105,0
"1018",1,0.030836204159602,96.78548085012,77.7241792706682,0.533367702252497,0.0966575711002439,0.0726599754516807,0.343428065168317,0.802179670175014,136.742432376542,140,15,-30,-35,3,105,105,4,-90,-90,3
"1019",1,0.0324094701766653,101.913505428527,70.3152158628944,0.294145948647428,0.0867504748267914,0.0667879273458536,0.427692861247835,0.789671777527212,201.870318688243,200,15,-85,-85,7,-35,-40,1,-10,-10,3
"1020",1,0.0262479033389382,94.3903012754636,70.4414809083701,0.30937927520104,0.0789587033460028,0.0693441262115934,0.23011269445124,0.882063605137924,164.386859767596,170,14,-165,-175,13,-20,-20,-2,-50,-50,5
"1021",1,0.0609474797694421,96.5361622662119,72.3742493987532,0.0373540328068029,0.0668071577516914,0.0486754152133039,0.219246735423271,0.735292085588491,76.5470305737106,80,21,-15,-15,-6,30,25,1,-30,-35,1
"1022",1,0.0357287910033908,95.4243817172429,79.9465740897739,0.343139896212113,0.0666131359342663,0.0699302923340671,0.360251508969573,0.859258940563283,185.372349132985,185,18,-75,-70,0,50,55,2,-80,-85,6
"1023",1,0.0500797699479741,95.8805809363478,80.3388049230053,0.247757902695163,0.0758828946320818,0.0747759001658329,0.25749834172482,0.858309916578475,210.956758286253,215,17,-45,-45,2,-130,-135,6,-130,-130,5
"1024",1,0.0170887682222113,93.3355679777181,77.6264110042505,0.217685540830705,0.0725878590305266,0.0585595279696375,0.146383236112124,0.603822356927331,208.361523976693,215,17,-90,-95,10,-165,-165,7,-115,-115,5
"1025",1,0.0451517667587665,89.8486795961281,74.041698955722,0.0907864381013916,0.09947599369632,0.0532910781066027,0.350190728224782,0.539535048122301,154.836572968681,160,16,-145,-140,11,90,90,-5,-5,-5,4
"1026",1,0.0167565032621484,89.2127011361843,75.5783912603669,0.181191486412648,0.0790074479100573,0.0861399485780765,0.312214048895252,0.73492030670367,89.2035486446283,100,15,20,15,4,-25,-30,2,25,25,3
"1027",1,0.0319518281631229,102.713897699073,78.9633361193217,0.383810519769198,0.0503623372385337,0.0573745025452309,0.29939052790932,0.643733238862474,92.7398691325731,90,15,-105,-105,7,40,40,2,40,35,2
"1028",1,0.00864231454172095,92.7888795768882,71.9137644930528,0.170077327217701,0.0395308459442302,0.0611554936156261,0.229330824440177,0.827032325010022,112.785344521018,120,21,5.00000000000001,5,-1,50,45,-1,20,15,-3
"1029",1,0.0440304022447383,95.4052658676947,73.8210834142848,0.216323614615548,0.0700622337928248,0.10774397927722,0.243673108550591,0.875105510085361,185.324505681272,185,14,-155,-150,3,-10,-5,0,20,20,1
"1030",1,0.0433249044099367,93.3315343438119,77.9010228105151,0.5641709971964,0.0865379321162484,0.0727017174600033,0.235999799686539,0.757979637165795,193.324490024239,195,14,-100,-100,10,-215,-215,11,-85,-85,4
"1031",1,0.035744547529456,90.8441346563268,75.230946475331,0.224498852727688,0.074830394448492,0.0721575990350067,0.195011566953884,0.805513517406893,85.8363223437751,90,19,-85,-80,5,-10,-5,0,100,100,-1
"1032",1,0.020044807830907,92.1005866833216,72.671161348694,0.199493457322632,0.089663301768486,0.0953459634995266,0.402463025690995,0.665631165145997,-7.89356724454758,0,21,90,90,-8,80,75,-3,225,225,-8
"1033",1,0.0134344003793537,94.4033980937886,83.5359407964075,0.372834751820786,0.106374200755221,0.0927583453982667,0.255084568186318,0.679406454764548,154.401551616689,160,19,-20,-25,0,70,70,-1,-10,-10,5
"1034",1,0.0505268185900281,91.6381836141266,75.1957152397213,0.289601821281388,0.101920450970878,0.0731679268598532,0.181717904377679,0.809500649897452,131.69399346272,140,19,-75,-80,0,-85,-90,3,25,20,0
"1035",1,0.0180356223999655,97.5640481069852,70.3225924320217,0.320383861692792,0.0618500078723095,0.0813859879043658,0.318769872967372,0.727604222618019,157.560470858114,160,15,-130,-130,8,35,30,3,-50,-55,4
"1036",1,0.0192504501649057,97.5331737336778,79.2526530551188,0.287738379205495,0.0672898830023902,0.054583032949831,0.234954332337102,0.655558287183512,107.528316822786,110,15,-80,-80,11,-45,-45,4,-35,-35,3
"1037",1,0.025445481029371,94.1712449035113,75.1498871876315,0.299581057916949,0.080189841922634,0.109924650076805,0.316719520142391,0.658856560791124,74.2173979255433,80,21,20,20,1,15,10,-8,20,10,0
"1038",1,0.0277859688457378,98.8917609976058,68.0297381673498,0.239638806738454,0.0428896424359511,0.092451976876296,0.328371666025497,0.693732466764756,178.902380220401,175,13,-125,-120,5,-95,-100,3,-15,-15,5
"1039",1,0.0268834360318268,92.0775018214377,73.1996073195546,0.27174187214497,0.0916059227732044,0.115676608238224,0.211292025999158,0.938323841506723,67.0695143760285,75,20,-30,-30,-3,140,135,-3,30,25,5
"1040",1,0.033290160623851,97.3438873776973,74.5233696156513,0.31015752880227,0.0760498799910943,0.065483553290465,0.269347104956547,0.75243766209267,112.348144285708,110,17,50,50,-1,130,135,0,40,40,2
"1041",1,0.0223501658753033,98.4732045170483,73.5711238343728,0.119753910786337,0.0624179895205368,0.059892940374062,0.254436876834063,0.673863843376643,143.467999715147,145,14,-45,-45,7,-30,-30,3,-50,-50,10
"1042",1,0.0167993945627628,99.2392909839135,76.2417926959857,0.265065264256453,0.0962159888307963,0.109690600194493,0.362939598743273,0.674737691841722,189.224792112455,190,21,-225,-225,-2,85,85,-7,-90,-90,-4
"1043",1,0.0206631396569925,98.6181235677923,76.9381731765828,0.275777991860788,0.0866502241528697,0.0702525526337031,0.389866243114091,0.658153281275925,218.61706490544,220,19,-80,-80,4,-60,-60,0,-95,-95,-2
"1044",1,0.0147971526234548,88.9478402680613,74.5918723641676,0.44871355170942,0.0805344091577305,0.0862010909233586,0.287506683781497,0.66897556184789,223.932274080094,235,16,-200,-205,9,15,10,-2,-95,-100,3
"1045",1,0.0367101132719032,89.7928396798932,76.3646022372205,0.269585173934782,0.0919731841589161,0.0740973924747755,0.261803857676705,0.514874671451988,99.7907515358763,110,20,1.4210854715202e-14,0,3,-105,-105,-2,-20,-25,1
"1046",1,0.029863877729749,98.6599176283985,75.835458085179,0.340635923838824,0.0915725933807565,0.0686946684237814,0.392760346084845,0.819517844794962,153.699295652871,155,17,-115,-115,2,-10,-10,-2,-115,-115,8
"1047",1,0.0192829983024533,90.760005500355,80.565209371379,0.220026830575878,0.0657967297037949,0.0953407333231588,0.335803139266537,0.661268943879285,200.766515361467,210,15,-55,-55,5,-80,-85,6,-100,-105,5
"1048",1,0.0291026738394397,92.7530573695804,77.2229085889082,0.198380483240215,0.0763117837660851,0.0748499427527387,0.137949375361808,0.647747005758661,202.735981176679,210,18,-140,-145,2,-140,-145,5,-185,-190,5
"1049",1,0.0384817820718424,93.8163422773855,73.960919856755,0.296055807651971,0.0779448315857399,0.077651761764596,0.342840315993741,0.823433928274773,138.790052209833,145,18,45,35,4,75,75,-1,65,65,1
"1050",1,0.0230464721830872,96.7696347609109,76.7115627331559,0.140450787447657,0.0708435701783872,0.063219985620715,0.272340935671084,0.743578220772828,236.783892355634,235,14,-115,-110,3,-60,-55,7,-115,-110,11
"1051",1,0.0263591862557409,90.008110388415,76.808793057243,0.414585809383315,0.112174554196137,0.087703079755654,0.276329749051694,0.715674157290883,160.026305388969,165,18,-125,-120,0,-130,-135,-1,-55,-50,2
"1052",1,0.0248091474660637,95.2533055888367,75.4036017303007,0.348729079210782,0.0646870295370121,0.0874799412652117,0.265639147885075,0.684194045291857,95.2242002081713,95,13,-75,-75,16,60,60,2,-15,-10,9
"1053",1,0.0350074781868912,92.8232293826165,76.9984341190703,0.347301958886479,0.086548305125484,0.0922006502076327,0.330677584647872,0.688800595321957,112.830120229988,120,14,-20,-25,1,150,150,-1,-55,-65,4
"1054",1,0.0173271373315751,90.0492853790267,73.9853473967978,0.267775283966035,0.0780037829106739,0.0800565324055712,0.334887164055543,0.818288728375799,140.052135288932,145,14,-5,0,6,0,-5,5,-185,-180,8
"1055",1,0.034083701096409,95.1140939027028,73.9544662588933,0.404723073540349,0.0817066947104604,0.0582743250682277,0.436480859179745,0.720316730179044,140.083850918052,145,16,-75,-75,6,-65,-65,-4,0,0,3
"1056",1,0.0170260337024564,93.8386234311811,73.2398690601091,0.300517442870441,0.0863824902375723,0.0601789531708939,0.309798970851857,0.72950779235602,103.814758019312,110,18,-75,-80,-2,90,85,-6,105,95,1
"1057",1,0.0368197924176512,93.042385515823,76.0841722327421,0.197091369416276,0.0820379437731624,0.0849771020726663,0.351642354670493,0.748526623980809,118.019536752209,125,24,-10,-10,-6,-25,-30,-4,-10,-10,-5
"1058",1,0.01968909641433,98.7882392309241,77.7048900497845,0.240033525803481,0.0868359964323715,0.0883900143138431,0.262512056658899,0.737136396431757,208.797913626338,210,11,-190,-190,13,-105,-110,7,-100,-105,9
"1059",1,0.0346776003331554,94.6847082117386,71.8163429410002,0.197434857399061,0.0863799905656489,0.0949876802656821,0.411244680400663,0.642692926371776,194.691272698678,200,14,-35,-35,6,55,50,-3,-200,-205,11
"1060",1,0.0332534145604257,96.2556040664132,73.7511580390508,0.281062324685088,0.0883297887779923,0.102429472926774,0.322113980106019,0.757000948894682,176.259795669917,175,18,-100,-95,0,-35,-30,-3,-130,-135,-6
"1061",1,0.0484154664494363,90.2705958489396,70.4462037068513,0.374859375960653,0.068261640421859,0.0824792874015787,0.300348162932815,0.726443785117808,265.223693411276,275,14,-160,-165,7,-100,-100,0,-215,-220,6
"1062",1,0.0495903292011313,95.6773130595318,75.2437106558636,0.348532597883249,0.100168198930205,0.0834286576480558,0.268403199790716,0.850833070039791,125.644651144381,125,20,-70,-65,4,60,60,3,-5,0,2
"1063",1,0.024846084704917,98.088261792556,74.8928285093562,0.182772037008363,0.0834759636653762,0.100208727714797,0.365221424575269,0.764922971653609,163.081705288548,165,13,-75,-75,10,-155,-155,11,-55,-55,12
"1064",1,0.037325137886388,92.7446488728366,75.4306094586106,0.147984642762317,0.0743317029618541,0.0744498151584102,0.231504578433538,0.860890017187977,87.6717077313508,95,20,-130,-135,9,-15,-15,2,-30,-40,1
"1065",1,0.0249496152063965,94.7226622500068,77.1124793649001,0.391211929297619,0.0565836396665529,0.08599860593019,0.212223816777457,0.855339275379204,139.718285275077,145,13,-50,-60,12,-100,-100,12,-60,-65,4
"1066",1,0.0224748557199666,94.9240550744029,73.4553387560818,0.208897493300133,0.052433282241996,0.0919144026623668,0.292792517679546,0.753524641551609,169.912082938351,170,18,-55,-50,-1,-25,-30,2,-85,-90,5
"1067",1,0.037433259516592,94.0869250487483,74.1760291427623,0.171835702409577,0.0545426903176412,0.0716164234999271,0.303579090071894,0.581431940920495,104.088207531061,110,16,-4.99999999999999,-10,5,-40,-45,3,-55,-60,3
"1068",1,0.034649416167675,92.2173707872684,74.3345435795105,0.0954888125370327,0.0788474908676094,0.0782499340066194,0.244942844239331,0.891678602692602,102.200677962105,105,18,-75,-75,2,-75,-70,1,-50,-50,3
"1069",1,0.0442158783163463,94.6998827917243,76.4036788044452,0.459486442553895,0.102921757815062,0.0930170687981074,0.341155620070766,0.64170256648937,154.676922173674,160,15,15,15,0,-70,-70,1,-105,-105,6
"1070",1,0.0177450292497979,98.1332682822916,70.8891109051621,0.418324846998405,0.0812255064434598,0.0885580954616895,0.308931896611279,0.751053461957191,128.131306361058,130,21,-35,-45,1,-45,-45,-1,-90,-90,1
"1071",1,0.0108719627343536,100.062926902467,72.1286721800971,0.201053077470946,0.0658142116957105,0.0657937044577142,0.175617431585109,0.677071503264122,100.084429407121,100,14,-15,-15,10,75,70,6,75,65,-2
"1072",1,0.0388035659225399,98.2151082949848,78.525946160247,0.423301627005701,0.0635377551283824,0.0873232941576757,0.362121006123731,0.699135375327416,133.234910703329,135,17,-65,-65,2,-35,-35,8,-105,-110,4
"1073",1,0.0380933985456551,97.2812440789557,79.3234821605091,0.260682580329928,0.0985544553050646,0.0763124906620407,0.394337003158695,0.890647853032215,132.240691032603,130,16,-10,-10,1,-10,-10,2,0,0,4
"1074",1,0.0310204327713876,95.2583272200031,73.0146970686561,0.3796367624711,0.0801298217135843,0.0700126160698195,0.31054239878496,0.794426171844834,95.2893415797589,100,18,-135,-135,-2,0,0,6,40,35,-2
"1075",1,0.0323705615672918,91.2347821591174,71.1171435184043,0.161230435941277,0.0781502899294528,0.0681842324260879,0.408395506244554,0.685357031998999,181.182730605511,185,17,-205,-200,0,25,30,1,-60,-60,4
"1076",1,0.0568113112184402,94.4616501281277,73.3993235188734,0.330671947268554,0.0654604962617566,0.08407355432076,0.345484038186791,0.705523636281075,149.544351512688,155,17,-65,-75,5,0,0,2,-230,-240,0
"1077",1,0.0278087093386728,95.8792454241681,78.6192622813984,0.275669472297066,0.0946824427616625,0.0653560558176807,0.300809197976276,0.671910650679855,135.891513962895,135,16,-45,-40,7,-90,-95,-1,-140,-135,8
"1078",1,0.0426359676105892,93.8125541686314,73.0172758331196,0.321867407382767,0.0796345086244027,0.0711443864958189,0.279952988003927,0.968740236761769,123.873395722873,125,16,-30,-30,7,25,25,3,-15,-10,3
"1079",1,0.0215994084052983,97.7094354581332,69.1547797785421,0.18577621795778,0.0686888697579133,0.0649605138082312,0.324637763783679,0.783710512383696,102.699856920072,105,14,-30,-35,8,45,40,-1,30,30,2
"1080",1,0.0446419936188062,97.7850816679935,77.148987576731,0.437996811458286,0.0770183882988309,0.0747872039895925,0.396689844992488,0.768987111669029,192.730894933773,195,15,-145,-145,3,-40,-40,5,-90,-90,4
"1081",1,0.0322874528839785,101.116975793217,75.1307869376827,0.470721597579974,0.0547745052341209,0.0761994340417166,0.335227360551952,0.588822195799454,81.1462399614867,80,24,-15,-15,-2,100,95,-9,110,110,-8
"1082",1,0.0193514094312119,90.8527485988383,79.1448828566075,0.271948831150599,0.0723331200847874,0.0535736056894059,0.259985008876148,0.830786388689893,135.845798917484,145,20,-190,-190,-3,45,45,-4,-80,-80,2
"1083",1,0.0376856067463364,94.9415195457828,74.3955776129728,0.407480587956556,0.0550498183016079,0.0988298943188458,0.236506157337946,0.806257367220229,164.926976063327,170,13,-35,-45,8,-95,-95,3,-65,-70,6
"1084",1,0.0326385864204413,92.1039347210886,79.2153926243338,0.499369945948382,0.0561065353730073,0.0436120705660706,0.437590603570901,0.752106970037436,222.144866577989,230,15,-115,-115,10,-60,-60,5,-175,-180,9
"1085",1,0.0205769610465405,95.3271178109107,78.4288534671917,0.284776932350399,0.093758130957083,0.0814440020876081,0.371395633624625,0.762671159515096,90.3290652416154,85,19,-25,-15,0,50,60,-1,-10,0,-3
"1086",1,0.0375578114729994,95.6532146379829,72.8838658233577,0.464710300817514,0.0706488037982008,0.0924909018250035,0.312266851284807,0.705219424649403,20.6218681149841,25,22,-35,-35,-3,150,145,-3,35,25,-3
"1087",1,0.0312382768030699,93.1313817447014,75.0790933088846,0.405528182508856,0.104586366802482,0.0768269958553692,0.262513520738531,0.751303212253796,128.178798162509,135,16,-80,-85,5,-55,-55,2,-30,-30,6
"1088",1,0.028777385770848,98.4235691154332,74.8094877293756,0.395706206079165,0.0686819005038524,0.0733969034200264,0.343106317464059,0.683703705855169,98.4160111887426,100,20,-25,-25,-1,-60,-60,2,-105,-115,1
"1089",1,0.0214575840121086,90.6542600446085,79.8710393314214,0.381903475853371,0.0719621792473099,0.0905586189896265,0.333777270209936,0.838599836458943,55.6572455864952,65,23,5,5,1,80,80,-9,100,100,-5
"1090",1,0.0193280369924024,95.3811632549214,77.7898744671079,0.360568806497538,0.096542644250761,0.0695981331409957,0.404738256551092,0.74970864054953,120.406361626642,125,16,-95,-95,10,105,105,1,-80,-85,9
"1091",1,0.0441427275284122,97.0651807428156,73.5500627567944,0.169820241915136,0.0787196580636231,0.0587353261867637,0.213536352679184,0.824658427119114,187.036344657158,190,12,-165,-170,8,-75,-75,9,-195,-200,11
"1092",1,0.042406069964723,92.4170607358605,74.2908164019477,0.167145883915944,0.0663161250910225,0.051075050275465,0.346306453116714,0.794239421772862,172.444642549946,180,20,-100,-105,5,-20,-25,-6,5,0,-4
"1093",1,0.0312575012046385,88.1024264495434,71.4357622750418,0.532014435108907,0.0809339585596111,0.0645423761559912,0.313401629815269,0.714303599637596,153.099037012046,165,17,-50,-50,-4,-80,-85,-2,-145,-150,2
"1094",1,0.0251557530573612,92.8399268155586,72.1618277133483,0.461665956079536,0.0646345703592756,0.0695479871771031,0.395168644463482,0.788485061041557,172.862113727469,180,14,-145,-145,4,-20,-20,-4,35,35,10
"1095",1,0.0294433100918645,90.1532826481056,75.1184937009687,0.245057902128901,0.091493564826607,0.0701921937995215,0.327542660172551,0.663623895047094,185.127300644459,190,21,-45,-40,2,-130,-130,-2,25,30,-2
"1096",1,0.0453726556973618,92.6865563434408,72.7963804693032,0.179588229034235,0.0704030547751138,0.0620618723999313,0.370339590303606,0.734832441813359,167.762794735249,170,18,-95,-95,-2,-115,-110,-5,-115,-120,3
"1097",1,0.0346504656347155,94.9062600683939,76.2322369848416,0.405574228474888,0.0799348065652064,0.0989396845893678,0.300787906400801,0.714503214223124,169.883359644748,175,16,-70,-75,-1,25,25,0,-120,-125,5
"1098",1,0.0289534929070017,95.2034216740989,74.5590442919875,0.383365182735984,0.0766689400672156,0.0797878967927808,0.27145657510135,0.882892480639193,165.149383481449,165,13,-145,-145,4,-50,-50,5,-20,-20,2
"1099",1,0.012786692811224,92.7652631267901,79.1351986177314,0.263899590792338,0.0703292436011982,0.107325994923054,0.297099061210389,0.724211370607137,167.770219800639,170,19,-180,-180,13,30,30,-3,-10,-10,-2
"1100",1,0.018589957140816,92.5014556793429,77.7623016464581,0.251795883826581,0.0811151124535874,0.0738098698966773,0.371201788117911,0.829327302997833,147.478024517618,145,16,-105,-95,2,-15,-10,6,-60,-55,6
"1101",1,0.0527740178471627,94.9395624870649,84.3598826384566,0.244200057174953,0.0712907487665809,0.0757418358680348,0.293048546248594,0.869557118289099,79.9433378169033,85,22,-65,-65,-3,-25,-30,2,35,30,2
"1102",1,0.0279073365141317,94.1249778947059,81.7459410909369,0.584829522408135,0.0666239797876304,0.0730376004081648,0.401541620673861,0.781891945579523,129.114407778357,135,19,-15,-20,5,-110,-115,0,-120,-125,7
"1103",1,0.0504538709318489,99.6636273147744,73.0116740506513,0.366615074031514,0.0820254455038559,0.06965279739334,0.353383399681582,0.75649640189963,59.5553882942169,60,19,15,10,0,135,135,1,10,10,-3
"1104",1,0.0158264328207005,89.2691963327412,77.961508654124,0.25226259400727,0.072389674193754,0.0980000159098306,0.314259555927745,0.683644457860547,74.269042915447,85,22,10,0,-2,0,-5,-3,-15,-15,2
"1105",1,0.0318749332632652,94.8330173741923,74.759386857342,0.23956665412897,0.0634671288188951,0.0755890350428096,0.294223985292543,0.832094928205482,34.8368795124264,35,20,-70,-70,4,-75,-70,-4,15,10,4
"1106",1,0.035201337280268,98.4336521237273,74.3884705598606,0.40496853433613,0.0967079071355232,0.0728450131649437,0.355945318626686,0.793843134929654,193.411723251592,195,15,-70,-70,3,-155,-155,1,15,5,4
